filename,animales/bird.jpg,animales/cat.jpg,animales/dog.jpg,animales/snake.jpg,animales/rabbit.jpg,colores/yellow.jpg,colores/red.jpg,colores/pink.jpg,colores/green.jpg,colores/blue.jpg,ropa/jacket.jpg,ropa/shoes.jpg,ropa/t_shirt.jpg,ropa/hat.jpg,ropa/trousers.jpg,colegio/calculator.jpg,colegio/school_bag.jpg,colegio/pencil.jpg,colegio/clock.jpg,colegio/eraser.jpg
animales/bird.jpg,0.03400397,0.079506844,0.03093746,0.06681584,-0.0117294,-0.044437435,-0.05118873,-0.043183453,-0.075994596,-0.039170656,-0.030991327,-0.029385213,-0.017944314,-0.0044838297,-0.020705098,0.017524838,-0.03326099,-0.017040247,0.035840068,0.040416673
animales/cat.jpg,0.041730024,0.07348697,-0.003658778,0.051531058,-0.03354212,-0.027469432,-0.019170856,-0.011122536,-0.058032837,0.008665307,0.00266787,0.03251152,0.029349584,0.02871319,0.0054961126,0.012482364,0.018687744,0.038640067,-0.0043195556,0.06030106
animales/dog.jpg,0.011197611,0.049027942,-0.071120605,-0.019470872,-0.0017818679,-0.039205804,-0.042554993,-0.03094615,-0.060577936,-0.023870636,-0.03624627,-0.018225383,0.018393777,-0.004019346,-0.0036225722,0.026430175,0.0061480417,-0.02235501,-0.016107118,0.04303073
animales/snake.jpg,0.028220115,0.07726439,0.052758075,0.0639897,-0.007007449,-0.05881943,-0.05711644,-0.04660033,-0.07741277,-0.008040281,0.009539098,0.016856736,0.032829117,0.04245001,0.038275745,0.016616624,0.031085644,0.011162581,-0.0150035005,0.06203839
animales/rabbit.jpg,0.079792455,0.03390426,-0.01847389,0.04164659,0.042997457,-0.016612908,0.014835436,-0.011114708,-0.040595092,0.012186555,0.0028240394,-0.0074509904,0.059966013,0.04970661,-0.013714848,0.05364524,-0.01177197,0.0028206112,-0.042120136,0.043264825
colores/yellow.jpg,0.07408036,0.061878234,0.04977887,0.0518672,0.041118555,-0.05330305,-0.024234686,-0.057036657,-0.033104576,-0.014781501,0.026391821,0.007662498,0.009918355,0.037413593,0.011317352,0.0048033833,0.0028361625,0.0096747875,0.043828443,0.055747807
colores/red.jpg,-0.03023443,0.07146784,0.058092233,0.041480277,-0.01289776,-0.006927182,-0.026781682,-0.04455116,-0.076237045,0.016465154,0.037480738,0.020203628,0.06108657,-0.0019923942,-0.013082863,-0.02417701,-0.009869801,-0.0030512358,-0.0045950613,0.026290948
colores/pink.jpg,0.04040978,0.028995441,0.06295846,0.10748163,0.014365621,-0.0008638197,-0.012291109,-0.06997474,-0.052154362,-0.0038461883,-0.0017567896,-0.07399815,0.019085206,0.055812716,-0.06519087,-0.040734354,0.07810885,0.021571495,-0.013694874,0.049783003
colores/green.jpg,0.060214352,0.090486325,0.07925402,0.06508255,0.007046759,0.038456827,-0.011303283,-0.0136714885,-0.018768791,0.023508934,0.037283048,-0.0062667844,0.0635391,0.036582757,-0.005273191,0.0116255535,0.02348962,0.019158984,0.048526138,0.02484216
colores/blue.jpg,-0.0016956076,0.059036765,-0.01715295,-0.02738455,-0.009879887,-0.08289517,-0.06945291,-0.062507175,-0.0569261,-0.055804387,-0.027678972,-0.054500673,-0.014495072,-0.0031142628,-0.102827705,0.053834837,0.009073087,0.009530541,-0.087276965,0.0021220504
ropa/jacket.jpg,0.050587628,0.023695631,-0.023271183,0.027088918,-0.026661688,-0.025967946,-0.03322646,-0.010831953,-0.039578617,0.040812865,-0.0007106385,0.010394462,0.03559943,0.06421022,-0.021236235,0.048047177,0.03756133,-0.0048127235,0.047489345,0.06776833
ropa/shoes.jpg,0.01581915,0.06615875,-0.0053151394,0.07026307,0.0045999424,-0.03567815,-0.03283807,-0.050799824,-0.070077285,-0.022816006,0.061090153,-0.004678643,0.08417416,0.03199295,0.004379302,0.015743706,0.052157905,0.046944104,0.019778121,0.03417208
ropa/t_shirt.jpg,0.04511638,0.07629309,0.08075451,0.05078013,-0.041027788,-0.028467303,-0.01844866,-0.05582867,-0.062481657,0.022146663,-0.015055274,0.014879383,0.009559783,0.019739611,-0.0428196,0.036218252,-0.036753535,0.048420824,0.02872492,0.065188944
ropa/hat.jpg,0.057010293,0.017748015,-0.013818364,0.03473943,-0.016755037,-0.02940235,0.014943061,0.0054217423,-0.031640176,0.020967938,-8.464347e-05,-0.003910885,0.03456904,0.021814784,-0.020479102,0.0026006743,0.017981386,0.027643135,-0.020853644,0.09512605
ropa/trousers.jpg,0.048770722,0.06207593,0.07621709,0.037368648,-0.038215756,-0.041022476,-0.046383303,-0.03948425,-0.073822305,-0.0074609765,0.0076529426,-0.012292015,0.03132122,0.0443181,-0.007179605,0.044235945,0.0062307627,-0.0048258877,0.040646944,0.07269922
colegio/calculator.jpg,0.05327949,0.0676939,0.08169108,0.052697014,0.033544805,-0.010176636,0.0058996077,-0.0070220414,-0.008402381,0.0077005466,-0.06808477,0.02581886,0.030111473,0.013941106,0.051458605,-0.018633815,0.0015523552,-0.0012666737,-0.023146337,0.0832729
colegio/school_bag.jpg,0.109482944,0.06687584,0.055829577,0.08990016,0.012150412,-0.0009184664,-0.038746655,-0.030184317,-0.022307862,-0.003624763,0.051081266,-0.014899704,0.07433265,0.103921935,0.035979025,-0.01378824,0.091189325,0.06668489,0.08238646,0.104839325
colegio/pencil.jpg,0.030225484,0.09224555,0.07929641,0.0810523,0.00585172,9.2644535e-05,-0.04644721,-0.061356567,-0.06363181,0.028806187,-0.024375336,0.035506252,-0.003733884,0.031031739,-0.040631685,-0.0431496,0.0074357474,0.040708035,0.014917501,0.09575753
colegio/clock.jpg,0.0019655097,0.09363184,0.09801717,0.0010211698,0.044250716,-0.056371186,0.0093543,-0.033425007,-0.017205702,-0.021217171,0.019592935,0.01937787,0.046189256,0.02330126,0.012862671,0.027892515,0.010027701,0.038195033,-0.08675441,0.04803354
colegio/eraser.jpg,0.040561184,0.042178106,0.032251384,0.0054375352,-0.018901227,0.011473674,0.01824583,0.008314905,-0.0065264925,0.03389964,-0.02637087,0.0030411459,0.0070505636,0.011188763,-0.03671522,-0.021469643,0.011949774,0.031294987,-0.0055434396,0.11594424
